price,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,avg_mpg,footprint,price_per_hp,hp_per_1000usd,power_density,weight_per_hp,segment,price_band,price_decile_label,source_status,outlier_review_status,imputed_columns,imputed_count,make_group
5151.0,2,121.0,chevrolet,gas,std,two,hatchback,fwd,front,88.4,141.1,60.3,53.2,1488,l,three,61,2bbl,2.91,3.03,9.5,48.0,5100.0,47,53,50.0,8508.33,107.3125,9.318578916715202,0.7868852459016393,31.0,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,other
6295.0,1,98.0,chevrolet,gas,std,two,hatchback,fwd,front,94.5,155.9,63.6,52.0,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400.0,38,43,40.5,9915.24,89.92857142857143,11.119936457505958,0.7777777777777778,26.771428571428572,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,other
6575.0,0,81.0,chevrolet,gas,std,four,sedan,fwd,front,94.5,158.8,63.6,52.0,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400.0,38,43,40.5,10099.68,93.92857142857143,10.64638783269962,0.7777777777777778,27.271428571428572,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,other
5572.0,1,118.0,dodge,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68.0,5500.0,37,41,39.0,10035.74,81.94117647058823,12.203876525484565,0.7555555555555555,27.58823529411765,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,other
6377.0,1,118.0,dodge,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,34.5,10035.74,93.77941176470588,10.663321310961267,0.7555555555555555,27.58823529411765,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,other
7957.0,1,118.0,dodge,gas,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500.0,24,30,27.0,10035.74,78.00980392156863,12.818901596078925,1.0408163265306123,20.862745098039216,Budget Practical,"(7298.2, 7995.8]","(7298.2, 7995.8]",original_record_retained,reviewed_valid_retained,none,0,other
6229.0,1,148.0,dodge,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,34.5,10035.74,91.6029411764706,10.916680044951036,0.7555555555555555,28.926470588235293,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,other
6692.0,1,148.0,dodge,gas,std,four,sedan,fwd,front,93.7,157.3,63.8,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,34.5,10035.74,98.41176470588235,10.161386730424388,0.7555555555555555,29.25,Value Efficiency,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,none,0,other
7609.0,1,148.0,dodge,gas,std,four,sedan,fwd,front,93.7,157.3,63.8,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,34.5,10035.74,111.8970588235294,8.936785385727429,0.7555555555555555,29.25,Value Efficiency,"(7298.2, 7995.8]","(7298.2, 7995.8]",original_record_retained,reviewed_valid_retained,none,0,other
8558.0,1,148.0,dodge,gas,turbo,four,sedan,fwd,front,93.7,157.3,63.8,50.6,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,5500.0,24,30,27.0,10035.74,83.90196078431373,11.91867258705305,1.0408163265306123,21.480392156862745,Budget Practical,"(7995.8, 9036.6]","(7995.8, 9036.6]",original_record_retained,reviewed_valid_retained,num-of-doors,1,other
8921.0,-1,110.0,dodge,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88.0,5000.0,24,30,27.0,11279.159999999998,101.375,9.864364981504316,0.7213114754098361,28.806818181818183,Budget Practical,"(7995.8, 9036.6]","(7995.8, 9036.6]",original_record_retained,reviewed_valid_retained,none,0,other
12964.0,3,145.0,dodge,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2811,ohc,four,156,mfi,3.6,3.9,7.0,145.0,5000.0,19,24,21.5,11483.159999999998,89.40689655172413,11.184819500154273,0.9294871794871795,19.386206896551723,Balanced Core,"(12350.0, 15208.0]","(12350.0, 15208.0]",original_record_retained,reviewed_valid_retained,none,0,other
6479.0,2,137.0,honda,gas,std,two,hatchback,fwd,front,86.6,144.6,63.9,50.8,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58.0,4800.0,49,54,51.5,9239.939999999999,111.70689655172414,8.95199876524155,0.6304347826086957,29.53448275862069,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,honda
6855.0,2,137.0,honda,gas,std,two,hatchback,fwd,front,86.6,144.6,63.9,50.8,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,31,38,34.5,9239.939999999999,90.19736842105263,11.086797957695113,0.8260869565217391,23.93421052631579,Value Efficiency,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,none,0,honda
5399.0,1,101.0,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60.0,5500.0,38,42,40.0,9600.0,89.98333333333333,11.113169105389886,0.759493670886076,30.616666666666667,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,honda
6529.0,1,101.0,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,30,34,32.0,9600.0,85.90789473684211,11.640373717261449,0.8260869565217391,25.526315789473685,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,honda
7129.0,1,101.0,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,30,34,32.0,9600.0,93.80263157894737,10.660681722541732,0.8260869565217391,25.736842105263158,Value Efficiency,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,none,0,honda
7295.0,0,110.0,honda,gas,std,four,sedan,fwd,front,96.5,163.4,64.0,54.5,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,6000.0,30,34,32.0,10457.6,95.98684210526316,10.418094585332419,0.8260869565217391,26.44736842105263,Value Efficiency,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,none,0,honda
7295.0,0,78.0,honda,gas,std,four,wagon,fwd,front,96.5,157.1,63.9,58.3,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76.0,6000.0,30,34,32.0,10038.689999999999,95.98684210526316,10.418094585332419,0.8260869565217391,26.63157894736842,Value Efficiency,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,none,0,honda
7895.0,0,106.0,honda,gas,std,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,30.0,10921.0,91.80232558139535,10.892970234325523,0.7818181818181819,26.0,Budget Practical,"(7298.2, 7995.8]","(7298.2, 7995.8]",original_record_retained,reviewed_valid_retained,none,0,honda
9095.0,0,106.0,honda,gas,std,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,30.0,10921.0,105.75581395348837,9.455744914788346,0.7818181818181819,26.61627906976744,Budget Practical,"(9036.6, 10295.0]","(9036.6, 10295.0]",original_record_retained,reviewed_valid_retained,none,0,honda
8845.0,0,85.0,honda,gas,std,four,sedan,fwd,front,96.5,175.4,65.2,54.1,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,30.0,11436.080000000002,102.84883720930233,9.723007348784623,0.7818181818181819,26.790697674418606,Budget Practical,"(7995.8, 9036.6]","(7995.8, 9036.6]",original_record_retained,reviewed_valid_retained,none,0,honda
10295.0,0,85.0,honda,gas,std,four,sedan,fwd,front,96.5,175.4,62.5,54.1,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,5800.0,27,33,30.0,10962.5,119.70930232558139,8.353569694026227,0.7818181818181819,27.58139534883721,Budget Practical,"(9036.6, 10295.0]","(9036.6, 10295.0]",original_record_retained,reviewed_valid_retained,none,0,honda
12945.0,0,85.0,honda,gas,std,four,sedan,fwd,front,96.5,175.4,65.2,54.1,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101.0,5800.0,24,28,26.0,11436.080000000002,128.16831683168317,7.80224024719969,0.9181818181818182,24.405940594059405,Balanced Core,"(12350.0, 15208.0]","(12350.0, 15208.0]",original_record_retained,reviewed_valid_retained,none,0,honda
10345.0,1,107.0,honda,gas,std,two,sedan,fwd,front,96.5,169.1,66.0,51.0,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100.0,5500.0,25,31,28.0,11160.6,103.45,9.666505558240695,0.9090909090909091,22.93,Balanced Core,"(10295.0, 12350.0]","(10295.0, 12350.0]",original_record_retained,reviewed_valid_retained,none,0,honda
6785.0,0,119.0,isuzu,gas,std,four,sedan,rwd,front,94.3,170.7,61.8,53.5,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78.0,4800.0,24,29,26.5,10549.259999999998,86.98717948717949,11.495946941783346,0.7027027027027027,29.96153846153846,Balanced Core,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,normalized-losses,1,other
6785.0,1,119.0,isuzu,gas,std,two,sedan,fwd,front,94.5,155.9,63.6,52.0,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400.0,38,43,40.5,9915.24,96.92857142857143,10.316875460574797,0.7777777777777778,26.771428571428572,Value Efficiency,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,"price, normalized-losses",2,other
6785.0,0,119.0,isuzu,gas,std,four,sedan,fwd,front,94.5,155.9,63.6,52.0,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,5400.0,38,43,40.5,9915.24,96.92857142857143,10.316875460574797,0.7777777777777778,27.271428571428572,Value Efficiency,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,"price, normalized-losses",2,other
11048.0,2,119.0,isuzu,gas,std,two,hatchback,rwd,front,96.0,172.6,65.2,51.4,2734,ohc,four,119,spfi,3.43,3.23,9.2,90.0,5000.0,24,29,26.5,11253.52,122.75555555555556,8.146270818247647,0.7563025210084033,30.377777777777776,Balanced Core,"(10295.0, 12350.0]","(10295.0, 12350.0]",original_record_retained,reviewed_valid_retained,normalized-losses,1,other
32250.0,0,145.0,jaguar,gas,std,four,sedan,rwd,front,113.0,199.6,69.6,52.8,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750.0,15,19,17.0,13892.159999999998,183.23863636363637,5.457364341085271,0.6821705426356589,23.102272727272727,Premium Performance,"(22289.2, 45400.0]","(22289.2, 45400.0]",original_record_retained,reviewed_valid_retained,none,0,other
35550.0,0,145.0,jaguar,gas,std,four,sedan,rwd,front,113.0,199.6,69.6,52.8,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,4750.0,15,19,17.0,13892.159999999998,201.98863636363637,4.950773558368495,0.6821705426356589,23.102272727272727,Premium Performance,"(22289.2, 45400.0]","(22289.2, 45400.0]",original_record_retained,reviewed_valid_retained,normalized-losses,1,other
36000.0,0,145.0,jaguar,gas,std,two,sedan,rwd,front,102.0,191.7,70.6,47.8,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262.0,5000.0,13,17,15.0,13534.019999999999,137.40458015267177,7.277777777777778,0.803680981595092,15.076335877862595,Premium Performance,"(22289.2, 45400.0]","(22289.2, 45400.0]",original_record_retained,reviewed_valid_retained,normalized-losses,1,other
5195.0,1,104.0,mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,30,31,30.5,10214.22,76.3970588235294,13.089509143407122,0.7472527472527473,27.794117647058822,Budget Practical,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,mazda
6095.0,1,104.0,mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,31,38,34.5,10214.22,89.63235294117646,11.156685808039375,0.7472527472527473,27.941176470588236,Value Efficiency,"(5117.999, 6657.0]","(5117.999, 6657.0]",original_record_retained,reviewed_valid_retained,none,0,mazda
6795.0,1,104.0,mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,31,38,34.5,10214.22,99.92647058823529,10.007358351729213,0.7472527472527473,28.014705882352942,Value Efficiency,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,none,0,mazda
6695.0,1,113.0,mazda,gas,std,four,sedan,fwd,front,93.1,166.8,64.2,54.1,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,5000.0,31,38,34.5,10708.560000000001,98.45588235294117,10.156833457804332,0.7472527472527473,28.602941176470587,Value Efficiency,"(6657.0, 7298.2]","(6657.0, 7298.2]",original_record_retained,reviewed_valid_retained,none,0,mazda
7395.0,1,113.0,mazda,gas,std,four,sedan,fwd,front,93.1,166.8,64.2,54.1,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68.0,5000.0,31,38,34.5,10708.560000000001,108.75,9.195402298850574,0.7472527472527473,28.676470588235293,Value Efficiency,"(7298.2, 7995.8]","(7298.2, 7995.8]",original_record_retained,reviewed_valid_retained,none,0,mazda
10945.0,3,150.0,mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2380,rotor,two,70,4bbl,3.31,3.29,9.4,101.0,6000.0,17,23,20.0,11103.300000000001,108.36633663366337,9.227957971676563,1.4428571428571428,23.564356435643564,Balanced Core,"(10295.0, 12350.0]","(10295.0, 12350.0]",original_record_retained,reviewed_valid_retained,"bore, stroke",2,mazda
11845.0,3,150.0,mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2380,rotor,two,70,4bbl,3.31,3.29,9.4,101.0,6000.0,17,23,20.0,11103.300000000001,117.27722772277228,8.526804558885605,1.4428571428571428,23.564356435643564,Balanced Core,"(10295.0, 12350.0]","(10295.0, 12350.0]",original_record_retained,reviewed_valid_retained,"bore, stroke",2,mazda
13645.0,3,150.0,mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2385,rotor,two,70,4bbl,3.31,3.29,9.4,101.0,6000.0,17,23,20.0,11103.300000000001,135.0990099009901,7.401978746793697,1.4428571428571428,23.613861386138613,Balanced Core,"(12350.0, 15208.0]","(12350.0, 15208.0]",original_record_retained,reviewed_valid_retained,"bore, stroke",2,mazda
15645.0,3,150.0,mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2500,rotor,two,80,mpfi,3.31,3.29,9.4,135.0,6000.0,16,23,19.5,11103.300000000001,115.88888888888889,8.62895493767977,1.6875,18.51851851851852,Balanced Core,"(15208.0, 17249.2]","(15208.0, 17249.2]",original_record_retained,reviewed_valid_retained,"bore, stroke",2,mazda
8845.0,1,129.0,mazda,gas,std,two,hatchback,fwd,front,98.8,177.8,66.5,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,29.0,11823.7,105.29761904761905,9.496890898812888,0.6885245901639344,28.392857142857142,Budget Practical,"(7995.8, 9036.6]","(7995.8, 9036.6]",original_record_retained,reviewed_valid_retained,none,0,mazda
8495.0,0,115.0,mazda,gas,std,four,sedan,fwd,front,98.8,177.8,66.5,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,29.0,11823.7,101.13095238095238,9.88816951147734,0.6885245901639344,28.69047619047619,Budget Practical,"(7995.8, 9036.6]","(7995.8, 9036.6]",original_record_retained,reviewed_valid_retained,none,0,mazda
10595.0,1,129.0,mazda,gas,std,two,hatchback,fwd,front,98.8,177.8,66.5,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,29.0,11823.7,126.13095238095238,7.9282680509674375,0.6885245901639344,28.392857142857142,Balanced Core,"(10295.0, 12350.0]","(10295.0, 12350.0]",original_record_retained,reviewed_valid_retained,none,0,mazda
10245.0,0,115.0,mazda,gas,std,four,sedan,fwd,front,98.8,177.8,66.5,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,29.0,11823.7,121.96428571428571,8.199121522693998,0.6885245901639344,28.69047619047619,Budget Practical,"(9036.6, 10295.0]","(9036.6, 10295.0]",original_record_retained,reviewed_valid_retained,none,0,mazda
10795.0,0,115.0,mazda,diesel,std,four,sedan,fwd,front,98.8,177.8,66.5,55.5,2443,ohc,four,122,idi,3.39,3.39,22.7,64.0,4650.0,36,42,39.0,11823.7,168.671875,5.928670680870773,0.5245901639344263,38.171875,Balanced Core,"(10295.0, 12350.0]","(10295.0, 12350.0]",original_record_retained,reviewed_valid_retained,"normalized-losses, num-of-doors",2,mazda
11245.0,0,115.0,mazda,gas,std,four,hatchback,fwd,front,98.8,177.8,66.5,55.5,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,4800.0,26,32,29.0,11823.7,133.86904761904762,7.4699866607381065,0.6885245901639344,28.86904761904762,Balanced Core,"(10295.0, 12350.0]","(10295.0, 12350.0]",original_record_retained,reviewed_valid_retained,none,0,mazda
18280.0,0,118.0,mazda,gas,std,four,sedan,rwd,front,104.9,175.0,66.1,54.4,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120.0,5000.0,19,27,23.0,11567.499999999998,152.33333333333334,6.564551422319474,0.8571428571428571,22.25,Premium Performance,"(17249.2, 22289.2]","(17249.2, 22289.2]",original_record_retained,reviewed_valid_retained,none,0,mazda
18344.0,0,115.0,mazda,diesel,std,four,sedan,rwd,front,104.9,175.0,66.1,54.4,2700,ohc,four,134,idi,3.43,3.64,22.0,72.0,4200.0,31,39,35.0,11567.499999999998,254.77777777777777,3.9249890972525074,0.5373134328358209,37.5,Balanced Core,"(17249.2, 22289.2]","(17249.2, 22289.2]",original_record_retained,reviewed_valid_retained,normalized-losses,1,mazda
25552.0,-1,93.0,mercedes-benz,diesel,turbo,four,sedan,rwd,front,110.0,190.9,70.3,56.5,3515,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,23.5,13420.27,207.739837398374,4.8137132122730115,0.6721311475409836,28.577235772357724,Premium Performance,"(22289.2, 45400.0]","(22289.2, 45400.0]",original_record_retained,reviewed_valid_retained,none,0,other
28248.0,-1,93.0,mercedes-benz,diesel,turbo,four,wagon,rwd,front,110.0,190.9,70.3,58.7,3750,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,23.5,13420.27,229.65853658536585,4.35429056924384,0.6721311475409836,30.48780487804878,Premium Performance,"(22289.2, 45400.0]","(22289.2, 45400.0]",original_record_retained,reviewed_valid_retained,none,0,other
28176.0,0,93.0,mercedes-benz,diesel,turbo,two,hardtop,rwd,front,106.7,187.5,70.3,54.9,3495,ohc,five,183,idi,3.58,3.64,21.5,123.0,4350.0,22,25,23.5,13181.25,229.0731707317073,4.3654173764906306,0.6721311475409836,28.414634146341463,Premium Performance,"(22289.2, 45400.0]","(22289.2, 45400.0]",original_record_retained,reviewed_valid_retained,none,0,other
